50 0 0 11854
50 0 1 161
50 1 0 11847
50 1 1 163
60 0 0 5692
60 0 1 186
60 1 0 5693
60 1 1 183
70 0 0 1874
70 0 1 175
70 1 0 1917
70 1 1 131
